full_path,path,class
/Users/polina/Documents/Programm-lab/dataset/dogs/0893.jpg,dataset/dogs/0893.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0878.jpg,dataset/dogs/0878.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0844.jpg,dataset/dogs/0844.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0688.jpg,dataset/dogs/0688.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0850.jpg,dataset/dogs/0850.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0851.jpg,dataset/dogs/0851.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0689.jpg,dataset/dogs/0689.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0845.jpg,dataset/dogs/0845.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0879.jpg,dataset/dogs/0879.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0892.jpg,dataset/dogs/0892.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0138.jpg,dataset/dogs/0138.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0886.jpg,dataset/dogs/0886.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0676.jpg,dataset/dogs/0676.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0110.jpg,dataset/dogs/0110.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0104.jpg,dataset/dogs/0104.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0662.jpg,dataset/dogs/0662.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0448.jpg,dataset/dogs/0448.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0312.jpg,dataset/dogs/0312.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0474.jpg,dataset/dogs/0474.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0460.jpg,dataset/dogs/0460.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0306.jpg,dataset/dogs/0306.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0299.jpg,dataset/dogs/0299.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0528.jpg,dataset/dogs/0528.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0266.jpg,dataset/dogs/0266.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0500.jpg,dataset/dogs/0500.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0514.jpg,dataset/dogs/0514.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0272.jpg,dataset/dogs/0272.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0925.jpg,dataset/dogs/0925.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0931.jpg,dataset/dogs/0931.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0919.jpg,dataset/dogs/0919.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0058.jpg,dataset/dogs/0058.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0702.jpg,dataset/dogs/0702.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0064.jpg,dataset/dogs/0064.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0070.jpg,dataset/dogs/0070.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0716.jpg,dataset/dogs/0716.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0066.jpg,dataset/dogs/0066.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0700.jpg,dataset/dogs/0700.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0714.jpg,dataset/dogs/0714.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0072.jpg,dataset/dogs/0072.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0728.jpg,dataset/dogs/0728.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0099.jpg,dataset/dogs/0099.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0927.jpg,dataset/dogs/0927.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0933.jpg,dataset/dogs/0933.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0502.jpg,dataset/dogs/0502.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0264.jpg,dataset/dogs/0264.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0270.jpg,dataset/dogs/0270.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0516.jpg,dataset/dogs/0516.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0258.jpg,dataset/dogs/0258.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0476.jpg,dataset/dogs/0476.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0310.jpg,dataset/dogs/0310.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0304.jpg,dataset/dogs/0304.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0462.jpg,dataset/dogs/0462.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0338.jpg,dataset/dogs/0338.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0489.jpg,dataset/dogs/0489.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0112.jpg,dataset/dogs/0112.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0674.jpg,dataset/dogs/0674.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0660.jpg,dataset/dogs/0660.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0106.jpg,dataset/dogs/0106.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0890.jpg,dataset/dogs/0890.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0648.jpg,dataset/dogs/0648.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0884.jpg,dataset/dogs/0884.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0853.jpg,dataset/dogs/0853.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0847.jpg,dataset/dogs/0847.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0846.jpg,dataset/dogs/0846.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0852.jpg,dataset/dogs/0852.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0885.jpg,dataset/dogs/0885.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0649.jpg,dataset/dogs/0649.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0891.jpg,dataset/dogs/0891.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0661.jpg,dataset/dogs/0661.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0107.jpg,dataset/dogs/0107.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0113.jpg,dataset/dogs/0113.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0675.jpg,dataset/dogs/0675.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0488.jpg,dataset/dogs/0488.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0339.jpg,dataset/dogs/0339.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0305.jpg,dataset/dogs/0305.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0463.jpg,dataset/dogs/0463.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0477.jpg,dataset/dogs/0477.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0311.jpg,dataset/dogs/0311.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0259.jpg,dataset/dogs/0259.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0271.jpg,dataset/dogs/0271.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0517.jpg,dataset/dogs/0517.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0503.jpg,dataset/dogs/0503.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0265.jpg,dataset/dogs/0265.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0932.jpg,dataset/dogs/0932.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0098.jpg,dataset/dogs/0098.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0926.jpg,dataset/dogs/0926.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0729.jpg,dataset/dogs/0729.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0715.jpg,dataset/dogs/0715.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0073.jpg,dataset/dogs/0073.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0067.jpg,dataset/dogs/0067.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0701.jpg,dataset/dogs/0701.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0739.jpg,dataset/dogs/0739.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0705.jpg,dataset/dogs/0705.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0063.jpg,dataset/dogs/0063.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0077.jpg,dataset/dogs/0077.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0711.jpg,dataset/dogs/0711.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0922.jpg,dataset/dogs/0922.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0088.jpg,dataset/dogs/0088.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0936.jpg,dataset/dogs/0936.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0249.jpg,dataset/dogs/0249.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0261.jpg,dataset/dogs/0261.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0507.jpg,dataset/dogs/0507.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0513.jpg,dataset/dogs/0513.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0275.jpg,dataset/dogs/0275.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0329.jpg,dataset/dogs/0329.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0315.jpg,dataset/dogs/0315.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0473.jpg,dataset/dogs/0473.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0467.jpg,dataset/dogs/0467.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0301.jpg,dataset/dogs/0301.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0498.jpg,dataset/dogs/0498.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0895.jpg,dataset/dogs/0895.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0881.jpg,dataset/dogs/0881.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0659.jpg,dataset/dogs/0659.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0671.jpg,dataset/dogs/0671.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0117.jpg,dataset/dogs/0117.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0103.jpg,dataset/dogs/0103.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0665.jpg,dataset/dogs/0665.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0856.jpg,dataset/dogs/0856.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0842.jpg,dataset/dogs/0842.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0843.jpg,dataset/dogs/0843.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0857.jpg,dataset/dogs/0857.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0102.jpg,dataset/dogs/0102.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0664.jpg,dataset/dogs/0664.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0670.jpg,dataset/dogs/0670.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0116.jpg,dataset/dogs/0116.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0658.jpg,dataset/dogs/0658.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0880.jpg,dataset/dogs/0880.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0894.jpg,dataset/dogs/0894.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0499.jpg,dataset/dogs/0499.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0466.jpg,dataset/dogs/0466.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0300.jpg,dataset/dogs/0300.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0314.jpg,dataset/dogs/0314.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0472.jpg,dataset/dogs/0472.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0328.jpg,dataset/dogs/0328.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0512.jpg,dataset/dogs/0512.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0274.jpg,dataset/dogs/0274.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0260.jpg,dataset/dogs/0260.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0506.jpg,dataset/dogs/0506.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0248.jpg,dataset/dogs/0248.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0089.jpg,dataset/dogs/0089.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0937.jpg,dataset/dogs/0937.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0923.jpg,dataset/dogs/0923.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0076.jpg,dataset/dogs/0076.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0710.jpg,dataset/dogs/0710.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0704.jpg,dataset/dogs/0704.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0062.jpg,dataset/dogs/0062.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0738.jpg,dataset/dogs/0738.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0048.jpg,dataset/dogs/0048.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0712.jpg,dataset/dogs/0712.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0074.jpg,dataset/dogs/0074.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0060.jpg,dataset/dogs/0060.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0706.jpg,dataset/dogs/0706.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0935.jpg,dataset/dogs/0935.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0921.jpg,dataset/dogs/0921.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0909.jpg,dataset/dogs/0909.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0538.jpg,dataset/dogs/0538.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0276.jpg,dataset/dogs/0276.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0510.jpg,dataset/dogs/0510.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0504.jpg,dataset/dogs/0504.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0262.jpg,dataset/dogs/0262.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0289.jpg,dataset/dogs/0289.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0458.jpg,dataset/dogs/0458.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0302.jpg,dataset/dogs/0302.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0464.jpg,dataset/dogs/0464.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0470.jpg,dataset/dogs/0470.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0316.jpg,dataset/dogs/0316.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0882.jpg,dataset/dogs/0882.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0128.jpg,dataset/dogs/0128.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0896.jpg,dataset/dogs/0896.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0666.jpg,dataset/dogs/0666.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0100.jpg,dataset/dogs/0100.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0114.jpg,dataset/dogs/0114.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0672.jpg,dataset/dogs/0672.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0699.jpg,dataset/dogs/0699.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0841.jpg,dataset/dogs/0841.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0855.jpg,dataset/dogs/0855.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0869.jpg,dataset/dogs/0869.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0868.jpg,dataset/dogs/0868.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0854.jpg,dataset/dogs/0854.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0840.jpg,dataset/dogs/0840.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0698.jpg,dataset/dogs/0698.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0115.jpg,dataset/dogs/0115.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0673.jpg,dataset/dogs/0673.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0667.jpg,dataset/dogs/0667.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0101.jpg,dataset/dogs/0101.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0129.jpg,dataset/dogs/0129.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0897.jpg,dataset/dogs/0897.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0883.jpg,dataset/dogs/0883.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0471.jpg,dataset/dogs/0471.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0317.jpg,dataset/dogs/0317.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0303.jpg,dataset/dogs/0303.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0465.jpg,dataset/dogs/0465.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0459.jpg,dataset/dogs/0459.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0288.jpg,dataset/dogs/0288.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0505.jpg,dataset/dogs/0505.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0263.jpg,dataset/dogs/0263.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0277.jpg,dataset/dogs/0277.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0511.jpg,dataset/dogs/0511.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0539.jpg,dataset/dogs/0539.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0908.jpg,dataset/dogs/0908.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0920.jpg,dataset/dogs/0920.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0934.jpg,dataset/dogs/0934.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0061.jpg,dataset/dogs/0061.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0707.jpg,dataset/dogs/0707.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0713.jpg,dataset/dogs/0713.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0075.jpg,dataset/dogs/0075.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0049.jpg,dataset/dogs/0049.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0774.jpg,dataset/dogs/0774.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0012.jpg,dataset/dogs/0012.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0006.jpg,dataset/dogs/0006.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0760.jpg,dataset/dogs/0760.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0748.jpg,dataset/dogs/0748.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0990.jpg,dataset/dogs/0990.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0984.jpg,dataset/dogs/0984.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0953.jpg,dataset/dogs/0953.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0947.jpg,dataset/dogs/0947.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0210.jpg,dataset/dogs/0210.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0576.jpg,dataset/dogs/0576.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0562.jpg,dataset/dogs/0562.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0204.jpg,dataset/dogs/0204.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0238.jpg,dataset/dogs/0238.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0589.jpg,dataset/dogs/0589.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0364.jpg,dataset/dogs/0364.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0402.jpg,dataset/dogs/0402.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0416.jpg,dataset/dogs/0416.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0370.jpg,dataset/dogs/0370.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0358.jpg,dataset/dogs/0358.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0600.jpg,dataset/dogs/0600.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0166.jpg,dataset/dogs/0166.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0172.jpg,dataset/dogs/0172.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0614.jpg,dataset/dogs/0614.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0628.jpg,dataset/dogs/0628.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0827.jpg,dataset/dogs/0827.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0199.jpg,dataset/dogs/0199.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0833.jpg,dataset/dogs/0833.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0832.jpg,dataset/dogs/0832.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0826.jpg,dataset/dogs/0826.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0198.jpg,dataset/dogs/0198.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0629.jpg,dataset/dogs/0629.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0173.jpg,dataset/dogs/0173.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0615.jpg,dataset/dogs/0615.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0601.jpg,dataset/dogs/0601.jpg,dogs
/Users/polina/Documents/Programm-lab/dataset/dogs/0167.jpg,dataset/dogs/0167.jpg,dogs
