full_path,relative_path,class
/Users/polina/Documents/Programm-lab/dataset/cats/0689.jpg,cats/0689.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0845.jpg,cats/0845.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0879.jpg,cats/0879.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0892.jpg,cats/0892.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0138.jpg,cats/0138.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0886.jpg,cats/0886.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0676.jpg,cats/0676.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0110.jpg,cats/0110.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0104.jpg,cats/0104.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0662.jpg,cats/0662.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0448.jpg,cats/0448.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0312.jpg,cats/0312.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0474.jpg,cats/0474.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0460.jpg,cats/0460.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0306.jpg,cats/0306.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0299.jpg,cats/0299.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0528.jpg,cats/0528.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0266.jpg,cats/0266.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0500.jpg,cats/0500.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0514.jpg,cats/0514.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0272.jpg,cats/0272.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0925.jpg,cats/0925.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0931.jpg,cats/0931.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0919.jpg,cats/0919.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0058.jpg,cats/0058.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0702.jpg,cats/0702.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0064.jpg,cats/0064.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0070.jpg,cats/0070.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0716.jpg,cats/0716.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0066.jpg,cats/0066.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0700.jpg,cats/0700.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0714.jpg,cats/0714.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0072.jpg,cats/0072.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0728.jpg,cats/0728.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0099.jpg,cats/0099.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0927.jpg,cats/0927.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0933.jpg,cats/0933.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0502.jpg,cats/0502.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0264.jpg,cats/0264.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0270.jpg,cats/0270.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0516.jpg,cats/0516.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0258.jpg,cats/0258.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0476.jpg,cats/0476.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0310.jpg,cats/0310.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0304.jpg,cats/0304.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0462.jpg,cats/0462.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0338.jpg,cats/0338.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0489.jpg,cats/0489.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0112.jpg,cats/0112.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0674.jpg,cats/0674.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0660.jpg,cats/0660.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0106.jpg,cats/0106.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0890.jpg,cats/0890.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0648.jpg,cats/0648.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0884.jpg,cats/0884.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0853.jpg,cats/0853.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0847.jpg,cats/0847.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0846.jpg,cats/0846.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0852.jpg,cats/0852.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0885.jpg,cats/0885.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0649.jpg,cats/0649.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0891.jpg,cats/0891.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0661.jpg,cats/0661.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0107.jpg,cats/0107.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0113.jpg,cats/0113.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0675.jpg,cats/0675.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0488.jpg,cats/0488.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0339.jpg,cats/0339.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0305.jpg,cats/0305.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0463.jpg,cats/0463.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0477.jpg,cats/0477.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0311.jpg,cats/0311.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0259.jpg,cats/0259.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0271.jpg,cats/0271.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0517.jpg,cats/0517.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0503.jpg,cats/0503.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0265.jpg,cats/0265.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0932.jpg,cats/0932.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0098.jpg,cats/0098.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0926.jpg,cats/0926.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0729.jpg,cats/0729.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0715.jpg,cats/0715.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0073.jpg,cats/0073.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0067.jpg,cats/0067.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0701.jpg,cats/0701.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0739.jpg,cats/0739.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0705.jpg,cats/0705.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0063.jpg,cats/0063.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0077.jpg,cats/0077.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0711.jpg,cats/0711.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0922.jpg,cats/0922.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0088.jpg,cats/0088.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0936.jpg,cats/0936.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0249.jpg,cats/0249.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0261.jpg,cats/0261.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0507.jpg,cats/0507.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0513.jpg,cats/0513.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0275.jpg,cats/0275.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0329.jpg,cats/0329.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0315.jpg,cats/0315.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0473.jpg,cats/0473.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0467.jpg,cats/0467.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0301.jpg,cats/0301.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0498.jpg,cats/0498.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0895.jpg,cats/0895.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0881.jpg,cats/0881.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0659.jpg,cats/0659.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0671.jpg,cats/0671.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0117.jpg,cats/0117.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0103.jpg,cats/0103.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0665.jpg,cats/0665.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0856.jpg,cats/0856.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0842.jpg,cats/0842.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0843.jpg,cats/0843.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0857.jpg,cats/0857.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0102.jpg,cats/0102.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0664.jpg,cats/0664.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0670.jpg,cats/0670.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0116.jpg,cats/0116.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0658.jpg,cats/0658.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0880.jpg,cats/0880.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0894.jpg,cats/0894.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0499.jpg,cats/0499.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0466.jpg,cats/0466.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0300.jpg,cats/0300.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0314.jpg,cats/0314.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0472.jpg,cats/0472.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0328.jpg,cats/0328.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0512.jpg,cats/0512.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0274.jpg,cats/0274.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0260.jpg,cats/0260.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0506.jpg,cats/0506.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0248.jpg,cats/0248.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0089.jpg,cats/0089.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0937.jpg,cats/0937.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0923.jpg,cats/0923.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0076.jpg,cats/0076.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0710.jpg,cats/0710.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0704.jpg,cats/0704.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0062.jpg,cats/0062.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0738.jpg,cats/0738.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0048.jpg,cats/0048.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0712.jpg,cats/0712.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0074.jpg,cats/0074.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0060.jpg,cats/0060.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0706.jpg,cats/0706.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0935.jpg,cats/0935.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0921.jpg,cats/0921.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0909.jpg,cats/0909.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0538.jpg,cats/0538.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0276.jpg,cats/0276.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0510.jpg,cats/0510.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0504.jpg,cats/0504.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0262.jpg,cats/0262.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0289.jpg,cats/0289.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0458.jpg,cats/0458.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0302.jpg,cats/0302.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0464.jpg,cats/0464.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0470.jpg,cats/0470.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0316.jpg,cats/0316.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0882.jpg,cats/0882.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0128.jpg,cats/0128.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0896.jpg,cats/0896.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0666.jpg,cats/0666.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0100.jpg,cats/0100.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0114.jpg,cats/0114.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0672.jpg,cats/0672.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0699.jpg,cats/0699.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0841.jpg,cats/0841.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0855.jpg,cats/0855.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0869.jpg,cats/0869.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0868.jpg,cats/0868.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0854.jpg,cats/0854.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0840.jpg,cats/0840.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0698.jpg,cats/0698.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0115.jpg,cats/0115.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0673.jpg,cats/0673.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0667.jpg,cats/0667.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0101.jpg,cats/0101.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0129.jpg,cats/0129.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0897.jpg,cats/0897.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0883.jpg,cats/0883.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0471.jpg,cats/0471.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0317.jpg,cats/0317.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0303.jpg,cats/0303.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0465.jpg,cats/0465.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0459.jpg,cats/0459.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0288.jpg,cats/0288.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0505.jpg,cats/0505.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0263.jpg,cats/0263.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0277.jpg,cats/0277.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0511.jpg,cats/0511.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0539.jpg,cats/0539.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0908.jpg,cats/0908.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0920.jpg,cats/0920.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0934.jpg,cats/0934.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0061.jpg,cats/0061.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0707.jpg,cats/0707.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0713.jpg,cats/0713.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0075.jpg,cats/0075.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0049.jpg,cats/0049.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0774.jpg,cats/0774.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0012.jpg,cats/0012.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0006.jpg,cats/0006.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0760.jpg,cats/0760.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0748.jpg,cats/0748.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0990.jpg,cats/0990.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0984.jpg,cats/0984.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0953.jpg,cats/0953.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0947.jpg,cats/0947.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0210.jpg,cats/0210.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0576.jpg,cats/0576.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0562.jpg,cats/0562.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0204.jpg,cats/0204.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0238.jpg,cats/0238.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0589.jpg,cats/0589.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0364.jpg,cats/0364.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0402.jpg,cats/0402.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0416.jpg,cats/0416.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0370.jpg,cats/0370.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0358.jpg,cats/0358.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0600.jpg,cats/0600.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0166.jpg,cats/0166.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0172.jpg,cats/0172.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0614.jpg,cats/0614.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0628.jpg,cats/0628.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0827.jpg,cats/0827.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0199.jpg,cats/0199.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0833.jpg,cats/0833.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0832.jpg,cats/0832.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0826.jpg,cats/0826.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0198.jpg,cats/0198.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0629.jpg,cats/0629.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0173.jpg,cats/0173.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0615.jpg,cats/0615.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0601.jpg,cats/0601.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0167.jpg,cats/0167.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0359.jpg,cats/0359.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0417.jpg,cats/0417.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0371.jpg,cats/0371.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0365.jpg,cats/0365.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0403.jpg,cats/0403.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0588.jpg,cats/0588.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0239.jpg,cats/0239.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0563.jpg,cats/0563.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0205.jpg,cats/0205.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0211.jpg,cats/0211.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0577.jpg,cats/0577.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0946.jpg,cats/0946.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0952.jpg,cats/0952.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0985.jpg,cats/0985.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0991.jpg,cats/0991.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0749.jpg,cats/0749.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0007.jpg,cats/0007.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0761.jpg,cats/0761.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0775.jpg,cats/0775.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0013.jpg,cats/0013.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0763.jpg,cats/0763.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0005.jpg,cats/0005.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0011.jpg,cats/0011.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0777.jpg,cats/0777.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0987.jpg,cats/0987.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0039.jpg,cats/0039.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0993.jpg,cats/0993.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0978.jpg,cats/0978.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0944.jpg,cats/0944.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0950.jpg,cats/0950.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0788.jpg,cats/0788.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0207.jpg,cats/0207.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0561.jpg,cats/0561.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0575.jpg,cats/0575.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0213.jpg,cats/0213.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0549.jpg,cats/0549.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0373.jpg,cats/0373.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0415.jpg,cats/0415.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0401.jpg,cats/0401.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0367.jpg,cats/0367.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0429.jpg,cats/0429.jpg,cats
/Users/polina/Documents/Programm-lab/dataset/cats/0398.jpg,cats/0398.jpg,cats
