abs_path,rel_path,class
/Users/polina/Documents/Programm-lab/dataset2/cats_0234.jpg,cats_0234.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0552.jpg,cats_0552.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0208.jpg,cats_0208.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0585.jpg,cats_0585.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0591.jpg,cats_0591.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0590.jpg,cats_0590.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0584.jpg,cats_0584.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0209.jpg,cats_0209.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0235.jpg,cats_0235.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0553.jpg,cats_0553.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0547.jpg,cats_0547.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0221.jpg,cats_0221.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0976.jpg,cats_0976.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0962.jpg,cats_0962.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0792.jpg,cats_0792.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0786.jpg,cats_0786.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0779.jpg,cats_0779.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0989.jpg,cats_0989.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0751.jpg,cats_0751.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0037.jpg,cats_0037.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0023.jpg,cats_0023.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0745.jpg,cats_0745.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0802.jpg,cats_0802.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0816.jpg,cats_0816.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0180.jpg,cats_0180.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0194.jpg,cats_0194.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0619.jpg,cats_0619.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0625.jpg,cats_0625.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0143.jpg,cats_0143.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0157.jpg,cats_0157.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0631.jpg,cats_0631.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0382.jpg,cats_0382.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0396.jpg,cats_0396.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0369.jpg,cats_0369.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0341.jpg,cats_0341.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0427.jpg,cats_0427.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0433.jpg,cats_0433.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0355.jpg,cats_0355.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0425.jpg,cats_0425.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0343.jpg,cats_0343.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0357.jpg,cats_0357.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0431.jpg,cats_0431.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0419.jpg,cats_0419.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0380.jpg,cats_0380.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0394.jpg,cats_0394.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0141.jpg,cats_0141.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0627.jpg,cats_0627.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0633.jpg,cats_0633.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0155.jpg,cats_0155.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0169.jpg,cats_0169.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0182.jpg,cats_0182.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0828.jpg,cats_0828.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0196.jpg,cats_0196.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0800.jpg,cats_0800.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0814.jpg,cats_0814.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0035.jpg,cats_0035.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0753.jpg,cats_0753.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0747.jpg,cats_0747.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0021.jpg,cats_0021.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0009.jpg,cats_0009.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0948.jpg,cats_0948.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0790.jpg,cats_0790.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0784.jpg,cats_0784.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0974.jpg,cats_0974.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0960.jpg,cats_0960.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0551.jpg,cats_0551.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0237.jpg,cats_0237.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0223.jpg,cats_0223.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0545.jpg,cats_0545.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0579.jpg,cats_0579.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0592.jpg,cats_0592.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0586.jpg,cats_0586.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0587.jpg,cats_0587.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0593.jpg,cats_0593.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0578.jpg,cats_0578.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0222.jpg,cats_0222.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0544.jpg,cats_0544.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0550.jpg,cats_0550.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0236.jpg,cats_0236.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0961.jpg,cats_0961.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0975.jpg,cats_0975.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0785.jpg,cats_0785.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0791.jpg,cats_0791.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0949.jpg,cats_0949.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0008.jpg,cats_0008.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0746.jpg,cats_0746.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0020.jpg,cats_0020.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0034.jpg,cats_0034.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0752.jpg,cats_0752.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0815.jpg,cats_0815.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0801.jpg,cats_0801.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0829.jpg,cats_0829.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0197.jpg,cats_0197.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0183.jpg,cats_0183.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0168.jpg,cats_0168.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0632.jpg,cats_0632.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0154.jpg,cats_0154.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0140.jpg,cats_0140.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0626.jpg,cats_0626.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0395.jpg,cats_0395.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0381.jpg,cats_0381.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0418.jpg,cats_0418.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0356.jpg,cats_0356.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0430.jpg,cats_0430.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0424.jpg,cats_0424.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0342.jpg,cats_0342.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0408.jpg,cats_0408.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0346.jpg,cats_0346.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0420.jpg,cats_0420.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0434.jpg,cats_0434.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0352.jpg,cats_0352.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0385.jpg,cats_0385.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0391.jpg,cats_0391.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0178.jpg,cats_0178.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0622.jpg,cats_0622.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0144.jpg,cats_0144.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0150.jpg,cats_0150.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0636.jpg,cats_0636.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0805.jpg,cats_0805.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0811.jpg,cats_0811.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0839.jpg,cats_0839.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0187.jpg,cats_0187.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0193.jpg,cats_0193.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0018.jpg,cats_0018.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0756.jpg,cats_0756.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0030.jpg,cats_0030.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0024.jpg,cats_0024.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0742.jpg,cats_0742.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0971.jpg,cats_0971.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0965.jpg,cats_0965.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0795.jpg,cats_0795.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0959.jpg,cats_0959.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0781.jpg,cats_0781.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0568.jpg,cats_0568.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0232.jpg,cats_0232.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0554.jpg,cats_0554.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0540.jpg,cats_0540.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0226.jpg,cats_0226.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0597.jpg,cats_0597.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0583.jpg,cats_0583.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0582.jpg,cats_0582.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0596.jpg,cats_0596.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0541.jpg,cats_0541.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0227.jpg,cats_0227.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0233.jpg,cats_0233.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0555.jpg,cats_0555.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0569.jpg,cats_0569.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0780.jpg,cats_0780.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0958.jpg,cats_0958.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0794.jpg,cats_0794.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0964.jpg,cats_0964.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0970.jpg,cats_0970.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0025.jpg,cats_0025.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0743.jpg,cats_0743.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0757.jpg,cats_0757.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0031.jpg,cats_0031.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0019.jpg,cats_0019.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0192.jpg,cats_0192.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0838.jpg,cats_0838.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0186.jpg,cats_0186.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0810.jpg,cats_0810.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0804.jpg,cats_0804.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0151.jpg,cats_0151.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0637.jpg,cats_0637.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0623.jpg,cats_0623.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0145.jpg,cats_0145.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0179.jpg,cats_0179.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0390.jpg,cats_0390.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0384.jpg,cats_0384.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0435.jpg,cats_0435.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0353.jpg,cats_0353.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0347.jpg,cats_0347.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0421.jpg,cats_0421.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0409.jpg,cats_0409.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0379.jpg,cats_0379.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0351.jpg,cats_0351.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0437.jpg,cats_0437.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0423.jpg,cats_0423.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0345.jpg,cats_0345.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0392.jpg,cats_0392.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0386.jpg,cats_0386.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0609.jpg,cats_0609.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0635.jpg,cats_0635.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0153.jpg,cats_0153.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0147.jpg,cats_0147.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0621.jpg,cats_0621.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0812.jpg,cats_0812.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0806.jpg,cats_0806.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0190.jpg,cats_0190.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0184.jpg,cats_0184.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0769.jpg,cats_0769.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0741.jpg,cats_0741.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0999.jpg,cats_0999.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0027.jpg,cats_0027.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0033.jpg,cats_0033.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0755.jpg,cats_0755.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0966.jpg,cats_0966.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0972.jpg,cats_0972.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0782.jpg,cats_0782.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0796.jpg,cats_0796.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0219.jpg,cats_0219.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0225.jpg,cats_0225.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0543.jpg,cats_0543.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0557.jpg,cats_0557.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0231.jpg,cats_0231.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0580.jpg,cats_0580.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0594.jpg,cats_0594.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0595.jpg,cats_0595.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0581.jpg,cats_0581.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0556.jpg,cats_0556.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0230.jpg,cats_0230.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0224.jpg,cats_0224.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0542.jpg,cats_0542.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0218.jpg,cats_0218.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0797.jpg,cats_0797.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0783.jpg,cats_0783.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0973.jpg,cats_0973.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0967.jpg,cats_0967.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0032.jpg,cats_0032.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0754.jpg,cats_0754.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0998.jpg,cats_0998.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0740.jpg,cats_0740.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0026.jpg,cats_0026.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0768.jpg,cats_0768.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0185.jpg,cats_0185.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0191.jpg,cats_0191.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0807.jpg,cats_0807.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0813.jpg,cats_0813.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0146.jpg,cats_0146.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0620.jpg,cats_0620.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0634.jpg,cats_0634.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0152.jpg,cats_0152.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0608.jpg,cats_0608.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0387.jpg,cats_0387.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0393.jpg,cats_0393.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0422.jpg,cats_0422.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0344.jpg,cats_0344.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0350.jpg,cats_0350.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0436.jpg,cats_0436.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0378.jpg,cats_0378.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0337.jpg,cats_0337.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0451.jpg,cats_0451.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0445.jpg,cats_0445.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0323.jpg,cats_0323.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0479.jpg,cats_0479.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0492.jpg,cats_0492.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0486.jpg,cats_0486.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0653.jpg,cats_0653.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0135.jpg,cats_0135.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0121.jpg,cats_0121.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0647.jpg,cats_0647.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0109.jpg,cats_0109.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0690.jpg,cats_0690.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0848.jpg,cats_0848.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0684.jpg,cats_0684.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0874.jpg,cats_0874.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0860.jpg,cats_0860.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0727.jpg,cats_0727.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0041.jpg,cats_0041.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0055.jpg,cats_0055.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0733.jpg,cats_0733.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0069.jpg,cats_0069.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0082.jpg,cats_0082.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0096.jpg,cats_0096.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0928.jpg,cats_0928.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0900.jpg,cats_0900.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0914.jpg,cats_0914.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0243.jpg,cats_0243.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0525.jpg,cats_0525.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0531.jpg,cats_0531.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0257.jpg,cats_0257.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0519.jpg,cats_0519.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0280.jpg,cats_0280.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0294.jpg,cats_0294.jpg,cats
/Users/polina/Documents/Programm-lab/dataset2/cats_0295.jpg,cats_0295.jpg,cats
